index 1,index 2,ID 1,ID 2,correlation,distance (km)
1087,4087,pages2k_3372,ch2k_KI04MCV01_366,0.9999999999999999,0.0
1087,4203,pages2k_3372,iso2k_155,0.9999999999999999,0.0
1088,4088,pages2k_3374,ch2k_KI04MCV01_368,1.0,0.0
1099,1355,pages2k_3404,FE23_northamerica_canada_cana029,0.9889241082959873,3.9450181369310684
1103,1104,pages2k_3417,pages2k_3419,0.9999814351522802,0.0
1131,3848,pages2k_3503,FE23_northamerica_usa_wa072,0.9704772757445584,5.214518434917766
1138,2600,pages2k_3524,FE23_northamerica_usa_ak010,0.9844000091013143,4.098866745195852
1145,2503,pages2k_3550,FE23_asia_russ137w,0.9906285936546567,0.37072945852236205
1146,4511,pages2k_3552,iso2k_1581,0.9999999999999998,0.0
1147,4112,pages2k_3554,ch2k_LI94SEC01_436,1.0,6.617067939395949
1147,4419,pages2k_3554,iso2k_1124,1.0,6.438098381259136
1152,4204,pages2k_3571,iso2k_174,1.0,0.0
1156,3180,pages2k_3583,FE23_northamerica_usa_co633,0.9140277254174102,6.231818118791423
1161,4409,pages2k_3599,iso2k_1069,1.0,0.0
1161,4528,pages2k_3599,iso2k_1660,0.9865701575318525,0.0
1166,1376,pages2k_3609,FE23_northamerica_canada_cana053,0.9046940174678464,2.515139756800339
1171,4495,pages2k_3631,iso2k_1530,1.0,0.0
1175,3933,pages2k_3642,FE23_northamerica_usa_wy025,0.972318508980092,4.425327559545402
1218,1287,FE23_southamerica_arge016,FE23_southamerica_arge085,0.995781123885885,0.0
1425,1521,FE23_northamerica_canada_cana100,FE23_northamerica_canada_cana213,0.9605900887606339,0.0
1430,1525,FE23_northamerica_canada_cana105,FE23_northamerica_canada_cana217,0.9514191518621167,0.0
1439,1476,FE23_northamerica_canada_cana116,FE23_northamerica_canada_cana168w,0.9999647944071774,0.0
1474,1475,FE23_northamerica_canada_cana161,FE23_northamerica_canada_cana162,0.9987965051468333,0.0
1622,1623,FE23_southamerica_chil016,FE23_southamerica_chil017,0.993020219905921,0.0
2035,2037,FE23_europe_swed019w,FE23_europe_swed021w,0.9940445442585055,0.0
2215,2216,FE23_northamerica_mexico_mexi022,FE23_northamerica_mexico_mexi023,0.9705431503944612,0.0
2296,2349,FE23_australia_newz003,FE23_australia_newz060,0.9820284222987329,0.0
2300,2381,FE23_australia_newz008,FE23_australia_newz092,0.9876767441282396,0.0
2304,2350,FE23_australia_newz014,FE23_australia_newz061,0.9830309576791556,0.0
2308,2351,FE23_australia_newz018,FE23_australia_newz062,0.9814682274005635,2.3333445572039433
2309,2352,FE23_australia_newz019,FE23_australia_newz063,0.9378807954817793,0.0
2875,3003,FE23_northamerica_usa_ca066,FE23_northamerica_usa_ca628,0.913717091970048,0.0
2876,3003,FE23_northamerica_usa_ca067,FE23_northamerica_usa_ca628,0.9087580435269472,0.0
2894,2988,FE23_northamerica_usa_ca512,FE23_northamerica_usa_ca613,0.9963133086960106,0.0
2911,3043,FE23_northamerica_usa_ca535,FE23_northamerica_usa_ca670,0.9783723385582629,5.5596693510930715
3271,3272,FE23_northamerica_usa_me017,FE23_northamerica_usa_me018,0.9519290224263353,0.0
3326,3335,FE23_northamerica_usa_mo,FE23_northamerica_usa_mo009,0.9984885968506374,0.0
